date,rain_mm
2022.5.20,
2022.5.21,
2022.5.22,
2022.5.23,
2022.5.24,
2022.5.25,3.5
2022.5.26,0
2022.5.27,0
2022.5.28,
2022.5.29,
2022.5.30,0
2022.5.31,
2022.6.1,
2022.6.2,
2022.6.3,
2022.6.4,
2022.6.5,0
2022.6.6,4.3
2022.6.7,0
2022.6.8,
2022.6.9,2.6
2022.6.10,1.2
2022.6.11,
2022.6.12,
2022.6.13,18
2022.6.14,0
2022.6.15,18.5
2022.6.16,0.7
2022.6.17,
2022.6.18,0
2022.6.19,
2022.6.20,
2022.6.21,
2022.6.22,
2022.6.23,103
2022.6.24,19.1
2022.6.25,
2022.6.26,
2022.6.27,6.1
2022.6.28,6.3
2022.6.29,37.8
2022.6.30,176.2
2022.7.1,
2022.7.2,
2022.7.3,
2022.7.4,0
2022.7.5,0
2022.7.6,16.1
2022.7.7,0
2022.7.8,1.7
2022.7.9,0.1
2022.7.10,0
2022.7.11,9
2022.7.12,
2022.7.13,114.5
2022.7.14,0.9
2022.7.15,
2022.7.16,34
2022.7.17,0
2022.7.18,
2022.7.19,
2022.7.20,1.1
2022.7.21,10.4
2022.7.22,5.2
2022.7.23,9.9
2022.7.24,1.2
2022.7.25,
2022.7.26,
2022.7.27,
2022.7.28,
2022.7.29,
2022.7.30,1
2022.7.31,47.2
2022.8.1,30
2022.8.2,33.5
2022.8.3,51.1
2022.8.4,0
2022.8.5,0
2022.8.6,13.6
2022.8.7,0.9
2022.8.8,129.6
2022.8.9,123.1
2022.8.10,7.6
2022.8.11,38.8
2022.8.12,
2022.8.13,4
2022.8.14,3
2022.8.15,0.9
2022.8.16,0
2022.8.17,0
2022.8.18,
2022.8.19,66.1
2022.8.20,0
2022.8.21,
2022.8.22,3.2
2022.8.23,2.2
2022.8.24,
2022.8.25,1.6
2022.8.26,
2022.8.27,17.6
2022.8.28,
2022.8.29,2.2
2022.8.30,35.8
2022.8.31,0
2022.9.1,
2022.9.2,
2022.9.3,
2022.9.4,33.8
2022.9.5,120
2022.9.6,25.3
2022.9.7,
2022.9.8,
2022.9.9,
2022.9.10,
2022.9.11,0.1
2022.9.12,
2022.9.13,0
2022.9.14,0
2022.9.15,0.1
2022.9.16,14.6
2022.9.17,4.3
2022.9.18,
2022.9.19,
2022.9.20,
2022.9.21,
2022.9.22,
2022.9.23,3.3
2022.9.24,
2022.9.25,
2022.9.26,
2022.9.27,
2022.9.28,
2022.9.29,
2022.9.30,
2022.10.1,
2022.10.2,15.8
2022.10.3,76
2022.10.4,11.8
2022.10.5,0.1
2022.10.6,0
2022.10.7,
2022.10.8,
2022.10.9,20.4
2022.10.10,0
2022.10.11,
2022.10.12,
2022.10.13,
2022.10.14,
2022.10.15,
2022.10.16,
2022.10.17,
2022.10.18,
2022.10.19,
2022.10.20,
2022.10.21,
2022.10.22,
2022.10.23,
2022.10.24,
2022.10.25,
2022.10.26,
2022.10.27,
2022.10.28,
2022.10.29,
2022.10.30,
2022.10.31,
2022.11.1,
2022.11.2,
2022.11.3,0
2022.11.4,
2022.11.5,
2022.11.6,
2022.11.7,0
2022.11.8,
2022.11.9,
2022.11.10,
2022.11.11,
2022.11.12,57.9
2022.11.13,
